Transaction ID,Date,Product ID,Product Category,Quantity,Unit Price,Payment Method,Store Location,Customer Type,Total Price
TXN105853,2024-01-30,P1860,Books,4,172.86,Bank Transfer,Ibadan,Online,691.44
TXN105854,2024-12-06,P3745,Clothing,4,6.87,Bank Transfer,Lagos,Walk-in,27.48
TXN105855,2025-04-08,P8602,Toys,2,193.45,Bank Transfer,Abuja,Online,386.9
TXN105856,2024-02-18,P7533,Books,2,71.58,Credit Card,Kano,Online,143.16
TXN105857,2024-06-24,P8802,Electronics,2,198.13,Bank Transfer,Kano,Online,396.26
TXN105858,2025-04-14,P5937,Groceries,3,54.26,Mobile Payment,Enugu,Online,162.78
TXN105859,2024-05-31,P8803,Toys,2,96.95,Mobile Payment,Lagos,Walk-in,193.9
TXN105860,2025-03-25,P9724,Clothing,4,74.02,Mobile Payment,Kano,Walk-in,296.08
TXN105861,2025-02-19,P4828,Books,3,74.37,Credit Card,Lagos,Walk-in,223.11
TXN105862,2024-12-04,P7222,Books,5,169.25,Bank Transfer,Abuja,Online,846.25
TXN105863,2024-01-12,P7390,Groceries,1,150.55,Bank Transfer,Kano,Walk-in,150.55
TXN105864,2024-07-08,P8775,Books,2,198.47,Mobile Payment,Enugu,Online,396.94
TXN105865,2023-08-23,P5302,Clothing,5,124.64,Credit Card,Ibadan,Online,623.2
TXN105866,2024-01-12,P3378,Clothing,4,95.34,Debit Card,Ibadan,Online,381.36
TXN105867,2024-05-28,P9690,Stationery,1,22.56,Mobile Payment,Abuja,Walk-in,22.56
TXN105868,2023-08-30,P8122,Stationery,5,199.33,Cash,Lagos,Online,996.65
TXN105869,2023-08-16,P1194,Groceries,1,112.55,Mobile Payment,Kano,Online,112.55
TXN105870,2024-05-01,P5731,Clothing,2,141.59,Credit Card,Lagos,Walk-in,283.18
TXN105871,2024-06-28,P8353,Toys,4,84.31,Cash,Enugu,Online,337.24
TXN105872,2024-08-05,P7258,Books,1,111.8,Credit Card,Enugu,Walk-in,111.8
TXN105873,2024-11-25,P6172,Clothing,5,188.8,Debit Card,Abuja,Walk-in,944.0
TXN105874,2024-03-08,P9687,Groceries,2,37.45,Credit Card,Lagos,Walk-in,74.9
TXN105875,2025-03-19,P1672,Electronics,2,62.01,Bank Transfer,Lagos,Walk-in,124.02
TXN105876,2023-07-25,P2595,Clothing,5,34.65,Credit Card,Port Harcourt,Online,173.25
TXN105877,2023-06-28,P9704,Home Decor,5,159.48,Cash,Port Harcourt,Walk-in,797.4
TXN105878,2025-06-18,P6797,Electronics,1,17.1,Cash,Enugu,Walk-in,17.1
TXN105879,2023-09-13,P8074,Electronics,3,20.92,Cash,Abuja,Walk-in,62.76
TXN105880,2025-04-19,P5466,Electronics,2,63.21,Bank Transfer,Lagos,Online,126.42
TXN105881,2023-09-16,P6488,Home Decor,1,105.27,Cash,Kano,Walk-in,105.27
TXN105882,2024-12-19,P5429,Home Decor,5,84.22,Debit Card,Abuja,Online,421.1
TXN105883,2024-01-15,P5375,Books,1,13.74,Credit Card,Lagos,Online,13.74
TXN105884,2024-04-12,P2610,Books,5,191.71,Debit Card,Kano,Online,958.55
TXN105885,2023-07-31,P5183,Electronics,4,190.81,Credit Card,Abuja,Walk-in,763.24
TXN105886,2025-03-29,P7408,Toys,5,59.47,Bank Transfer,Port Harcourt,Online,297.35
TXN105887,2023-08-12,P8554,Electronics,5,147.65,Debit Card,Kano,Online,738.25
TXN105888,2024-11-23,P4961,Home Decor,5,117.82,Bank Transfer,Ibadan,Online,589.1
TXN105889,2023-06-27,P4193,Books,3,51.31,Credit Card,Port Harcourt,Walk-in,153.93
TXN105890,2024-08-14,P9518,Home Decor,5,56.12,Cash,Abuja,Walk-in,280.6
TXN105891,2023-08-16,P6528,Stationery,2,100.77,Mobile Payment,Port Harcourt,Online,201.54
TXN105892,2023-11-03,P3947,Books,2,86.75,Debit Card,Kano,Walk-in,173.5
TXN105893,2023-08-31,P6132,Electronics,1,61.79,Cash,Enugu,Online,61.79
TXN105894,2025-03-03,P9972,Electronics,3,162.46,Mobile Payment,Port Harcourt,Walk-in,487.38
TXN105895,2023-08-25,P1173,Books,1,98.89,Bank Transfer,Kano,Online,98.89
TXN105896,2024-12-01,P1138,Home Decor,2,132.7,Bank Transfer,Abuja,Online,265.4
TXN105897,2025-01-30,P2113,Toys,2,41.91,Mobile Payment,Abuja,Walk-in,83.82
TXN105898,2024-07-05,P1195,Home Decor,4,109.03,Debit Card,Port Harcourt,Walk-in,436.12
TXN105899,2025-02-26,P7737,Home Decor,5,67.01,Debit Card,Port Harcourt,Online,335.05
TXN105900,2024-05-12,P2600,Clothing,2,107.65,Mobile Payment,Lagos,Online,215.3
TXN105901,2025-05-05,P9605,Electronics,1,157.26,Mobile Payment,Kano,Walk-in,157.26
TXN105902,2024-10-11,P2702,Stationery,1,154.94,Credit Card,Port Harcourt,Walk-in,154.94
TXN105903,2023-10-17,P8306,Toys,5,74.07,Bank Transfer,Abuja,Online,370.35
TXN105904,2023-09-04,P6759,Groceries,5,140.38,Bank Transfer,Enugu,Online,701.9
TXN105905,2024-08-08,P4594,Home Decor,4,188.55,Mobile Payment,Ibadan,Walk-in,754.2
TXN105906,2024-02-17,P5641,Books,3,127.01,Credit Card,Enugu,Walk-in,381.03
TXN105907,2024-11-19,P5127,Clothing,1,33.94,Debit Card,Lagos,Online,33.94
TXN105908,2025-02-06,P4163,Toys,5,137.54,Cash,Port Harcourt,Online,687.7
TXN105909,2025-03-23,P1557,Toys,1,25.46,Bank Transfer,Ibadan,Online,25.46
TXN105910,2023-11-01,P1388,Groceries,5,175.06,Bank Transfer,Abuja,Online,875.3
TXN105911,2025-02-12,P2506,Toys,2,105.75,Mobile Payment,Kano,Walk-in,211.5
TXN105912,2024-07-13,P1931,Groceries,1,80.1,Credit Card,Kano,Online,80.1
TXN105913,2024-01-18,P4552,Toys,2,16.12,Credit Card,Enugu,Online,32.24
TXN105914,2025-04-19,P2995,Groceries,1,79.25,Debit Card,Ibadan,Online,79.25
TXN105915,2025-06-11,P2965,Books,3,181.13,Credit Card,Lagos,Walk-in,543.39
TXN105916,2025-03-11,P2415,Stationery,4,9.09,Mobile Payment,Abuja,Online,36.36
TXN105917,2024-02-20,P3128,Clothing,2,97.56,Debit Card,Lagos,Walk-in,195.12
TXN105918,2025-06-17,P7159,Clothing,5,186.58,Mobile Payment,Kano,Online,932.9
TXN105919,2024-10-31,P4027,Books,3,81.99,Cash,Abuja,Walk-in,245.97
TXN105920,2024-10-24,P2816,Toys,1,88.49,Cash,Ibadan,Walk-in,88.49
TXN105921,2024-05-19,P4018,Clothing,2,117.82,Credit Card,Ibadan,Walk-in,235.64
TXN105922,2025-05-17,P5150,Stationery,1,95.27,Credit Card,Lagos,Walk-in,95.27
TXN105923,2024-01-06,P5826,Groceries,1,37.88,Credit Card,Enugu,Walk-in,37.88
TXN105924,2024-05-07,P8650,Electronics,1,8.62,Cash,Port Harcourt,Online,8.62
TXN105925,2024-06-29,P2240,Electronics,4,123.91,Credit Card,Kano,Walk-in,495.64
TXN105926,2025-03-25,P8429,Home Decor,4,184.56,Credit Card,Enugu,Walk-in,738.24
TXN105927,2025-03-12,P5528,Home Decor,5,25.74,Debit Card,Ibadan,Walk-in,128.7
TXN105928,2024-09-13,P7995,Home Decor,2,46.14,Cash,Enugu,Walk-in,92.28
TXN105929,2025-02-24,P6298,Home Decor,3,77.19,Debit Card,Lagos,Walk-in,231.57
TXN105930,2023-12-19,P5216,Stationery,3,162.7,Mobile Payment,Abuja,Walk-in,488.1
TXN105931,2025-04-04,P3653,Stationery,3,57.51,Mobile Payment,Port Harcourt,Walk-in,172.53
TXN105932,2023-07-06,P2212,Stationery,1,177.0,Mobile Payment,Ibadan,Walk-in,177.0
TXN105933,2025-04-05,P5543,Groceries,4,15.72,Cash,Ibadan,Online,62.88
TXN105934,2024-11-11,P2022,Clothing,2,188.49,Credit Card,Port Harcourt,Walk-in,376.98
TXN105935,2025-03-20,P7271,Clothing,1,114.35,Debit Card,Lagos,Walk-in,114.35
TXN105936,2024-05-23,P7366,Electronics,4,133.46,Cash,Enugu,Online,533.84
TXN105937,2025-02-26,P6450,Groceries,4,76.7,Debit Card,Lagos,Online,306.8
TXN105938,2023-08-26,P1984,Groceries,2,157.49,Bank Transfer,Enugu,Online,314.98
TXN105939,2024-07-17,P5230,Toys,2,37.48,Bank Transfer,Enugu,Online,74.96
TXN105940,2023-12-13,P5336,Clothing,2,14.54,Cash,Kano,Online,29.08
TXN105941,2025-02-05,P3915,Stationery,1,82.13,Debit Card,Enugu,Online,82.13
TXN105942,2025-02-05,P8218,Electronics,5,171.47,Cash,Ibadan,Online,857.35
TXN105943,2023-10-28,P2137,Electronics,2,152.21,Bank Transfer,Port Harcourt,Walk-in,304.42
TXN105944,2024-12-25,P9056,Home Decor,5,105.85,Credit Card,Port Harcourt,Online,529.25
TXN105945,2025-03-11,P4287,Groceries,1,116.57,Bank Transfer,Port Harcourt,Walk-in,116.57
TXN105946,2023-10-12,P7432,Home Decor,5,30.33,Cash,Kano,Walk-in,151.65
TXN105947,2024-11-30,P3923,Clothing,3,168.93,Debit Card,Port Harcourt,Walk-in,506.79
TXN105948,2025-04-04,P9061,Clothing,5,158.46,Cash,Ibadan,Walk-in,792.3
TXN105949,2025-02-21,P2776,Groceries,2,133.01,Mobile Payment,Kano,Walk-in,266.02
TXN105950,2024-08-05,P3357,Home Decor,1,95.91,Mobile Payment,Ibadan,Walk-in,95.91
TXN105951,2024-09-13,P9857,Groceries,2,193.07,Mobile Payment,Ibadan,Walk-in,386.14
TXN105952,2023-09-11,P8065,Clothing,3,176.41,Cash,Ibadan,Walk-in,529.23
TXN105953,2023-12-04,P4578,Electronics,2,130.66,Bank Transfer,Enugu,Walk-in,261.32
TXN105954,2023-10-06,P2740,Home Decor,2,77.5,Cash,Lagos,Online,155.0
TXN105955,2024-03-19,P8234,Books,2,125.51,Credit Card,Ibadan,Online,251.02
TXN105956,2024-05-13,P5243,Clothing,4,117.21,Credit Card,Kano,Online,468.84
TXN105957,2024-06-19,P2692,Groceries,3,81.88,Bank Transfer,Port Harcourt,Walk-in,245.64
TXN105958,2024-06-27,P1571,Books,2,64.8,Credit Card,Port Harcourt,Online,129.6
TXN105959,2023-07-03,P2194,Electronics,2,84.37,Mobile Payment,Abuja,Walk-in,168.74
TXN105960,2024-12-22,P2153,Toys,2,116.91,Bank Transfer,Lagos,Online,233.82
TXN105961,2024-11-07,P5105,Groceries,1,88.49,Bank Transfer,Port Harcourt,Online,88.49
TXN105962,2025-02-04,P8305,Toys,4,56.4,Debit Card,Port Harcourt,Online,225.6
TXN105963,2024-10-25,P1307,Books,1,153.39,Debit Card,Lagos,Walk-in,153.39
TXN105964,2023-08-27,P9154,Toys,4,108.64,Mobile Payment,Ibadan,Walk-in,434.56
TXN105965,2024-05-05,P3438,Stationery,2,18.2,Bank Transfer,Port Harcourt,Online,36.4
TXN105966,2025-03-02,P1014,Groceries,3,76.82,Cash,Lagos,Online,230.46
TXN105967,2024-05-01,P1619,Groceries,5,177.56,Bank Transfer,Port Harcourt,Online,887.8
TXN105968,2024-10-17,P7397,Stationery,5,152.27,Bank Transfer,Ibadan,Online,761.35
TXN105969,2024-02-04,P5365,Groceries,2,68.03,Mobile Payment,Ibadan,Online,136.06
TXN105970,2024-09-09,P3483,Clothing,1,187.95,Credit Card,Port Harcourt,Walk-in,187.95
TXN105971,2024-05-12,P6403,Clothing,3,19.94,Mobile Payment,Kano,Online,59.82
TXN105972,2024-03-10,P7411,Stationery,4,192.44,Cash,Kano,Walk-in,769.76
TXN105973,2024-10-24,P1060,Electronics,2,52.91,Debit Card,Port Harcourt,Walk-in,105.82
TXN105974,2024-06-15,P9444,Electronics,3,6.77,Credit Card,Lagos,Online,20.31
TXN105975,2024-03-20,P9039,Electronics,3,89.59,Mobile Payment,Enugu,Walk-in,268.77
TXN105976,2025-05-13,P8833,Toys,4,75.0,Mobile Payment,Abuja,Walk-in,300.0
TXN105977,2024-10-28,P8144,Stationery,3,110.12,Bank Transfer,Lagos,Online,330.36
TXN105978,2023-08-20,P7617,Electronics,1,160.37,Debit Card,Lagos,Online,160.37
TXN105979,2024-12-23,P2148,Books,1,169.27,Bank Transfer,Ibadan,Online,169.27
TXN105980,2024-03-28,P9849,Electronics,1,83.24,Debit Card,Kano,Online,83.24
TXN105981,2023-09-11,P4700,Toys,3,88.82,Debit Card,Ibadan,Online,266.46
TXN105982,2023-08-28,P1054,Home Decor,1,33.89,Debit Card,Kano,Walk-in,33.89
TXN105983,2023-07-11,P7298,Stationery,4,14.27,Credit Card,Port Harcourt,Walk-in,57.08
TXN105984,2024-10-17,P8898,Toys,3,130.04,Cash,Enugu,Online,390.12
TXN105985,2023-11-18,P2985,Electronics,5,17.57,Credit Card,Ibadan,Online,87.85
TXN105986,2025-05-26,P9770,Clothing,3,148.1,Credit Card,Enugu,Walk-in,444.3
TXN105987,2024-08-06,P6880,Groceries,4,110.12,Debit Card,Ibadan,Online,440.48
TXN105988,2024-07-22,P6463,Electronics,5,43.72,Bank Transfer,Abuja,Online,218.6
TXN105989,2023-06-20,P5961,Toys,3,110.21,Credit Card,Lagos,Walk-in,330.63
TXN105990,2025-01-04,P7563,Stationery,1,40.68,Debit Card,Lagos,Walk-in,40.68
TXN105991,2024-01-16,P1904,Books,2,90.55,Bank Transfer,Lagos,Online,181.1
TXN105992,2024-11-06,P2485,Books,2,160.91,Bank Transfer,Abuja,Walk-in,321.82
TXN105993,2024-12-22,P6985,Home Decor,1,95.07,Mobile Payment,Port Harcourt,Online,95.07
TXN105994,2025-05-24,P9759,Books,2,34.0,Credit Card,Ibadan,Online,68.0
TXN105995,2025-01-23,P6571,Clothing,2,146.15,Cash,Lagos,Online,292.3
TXN105996,2024-04-13,P2318,Groceries,1,41.42,Credit Card,Port Harcourt,Online,41.42
TXN105997,2024-11-23,P8530,Electronics,1,149.02,Mobile Payment,Lagos,Online,149.02
TXN105998,2024-03-23,P5750,Groceries,3,98.47,Credit Card,Port Harcourt,Walk-in,295.41
TXN105999,2024-04-28,P4327,Electronics,3,93.48,Mobile Payment,Ibadan,Online,280.44
TXN106000,2024-04-30,P3893,Electronics,1,171.03,Cash,Ibadan,Online,171.03
TXN106001,2025-02-13,P1644,Home Decor,4,143.18,Debit Card,Enugu,Online,572.72
TXN106002,2023-06-21,P7294,Home Decor,2,11.42,Debit Card,Lagos,Online,22.84
TXN106003,2024-02-07,P4129,Home Decor,3,62.75,Cash,Kano,Walk-in,188.25
TXN106004,2024-06-26,P5896,Groceries,2,174.83,Credit Card,Ibadan,Walk-in,349.66
TXN106005,2023-10-18,P7391,Stationery,5,8.57,Cash,Kano,Walk-in,42.85
TXN106006,2023-06-28,P2749,Groceries,1,111.32,Cash,Lagos,Online,111.32
TXN106007,2023-07-13,P6886,Books,4,146.93,Bank Transfer,Enugu,Walk-in,587.72
TXN106008,2023-12-26,P8970,Electronics,5,126.26,Cash,Lagos,Walk-in,631.3
TXN106009,2024-06-07,P2390,Clothing,5,153.3,Credit Card,Port Harcourt,Walk-in,766.5
TXN106010,2024-09-03,P8175,Toys,5,146.51,Mobile Payment,Port Harcourt,Online,732.55
TXN106011,2025-06-05,P4104,Clothing,1,139.95,Mobile Payment,Kano,Online,139.95
TXN106012,2024-07-31,P3292,Home Decor,3,165.2,Bank Transfer,Port Harcourt,Walk-in,495.6
TXN106013,2025-01-01,P1584,Clothing,1,130.91,Cash,Port Harcourt,Walk-in,130.91
TXN106014,2025-02-24,P4163,Stationery,3,83.47,Debit Card,Enugu,Walk-in,250.41
TXN106015,2025-05-22,P1415,Books,5,97.02,Cash,Port Harcourt,Walk-in,485.1
TXN106016,2025-05-05,P4907,Books,5,144.76,Bank Transfer,Lagos,Walk-in,723.8
TXN106017,2025-01-03,P9015,Stationery,4,175.88,Credit Card,Lagos,Walk-in,703.52
TXN106018,2025-02-20,P7369,Books,3,58.08,Bank Transfer,Lagos,Walk-in,174.24
TXN106019,2025-05-20,P2032,Home Decor,5,71.7,Mobile Payment,Lagos,Walk-in,358.5
TXN106020,2024-07-29,P9856,Clothing,2,186.49,Cash,Port Harcourt,Walk-in,372.98
TXN106021,2024-06-08,P6041,Stationery,4,117.81,Mobile Payment,Lagos,Online,471.24
TXN106022,2024-12-06,P9186,Books,1,39.9,Cash,Lagos,Walk-in,39.9
TXN106023,2024-03-05,P9748,Stationery,4,134.42,Cash,Port Harcourt,Walk-in,537.68
TXN106024,2024-12-26,P8361,Groceries,2,198.2,Debit Card,Ibadan,Online,396.4
TXN106025,2023-07-23,P1268,Electronics,3,165.57,Mobile Payment,Kano,Walk-in,496.71
TXN106026,2024-03-11,P1606,Groceries,1,150.42,Cash,Port Harcourt,Walk-in,150.42
TXN106027,2025-04-29,P6558,Books,1,45.57,Bank Transfer,Port Harcourt,Online,45.57
TXN106028,2025-03-19,P1918,Toys,3,175.85,Bank Transfer,Port Harcourt,Online,527.55
TXN106029,2023-09-22,P6533,Books,4,107.53,Cash,Enugu,Walk-in,430.12
TXN106030,2023-06-30,P1701,Stationery,5,178.41,Cash,Kano,Online,892.05
TXN106031,2025-04-02,P7643,Home Decor,4,69.32,Bank Transfer,Kano,Online,277.28
TXN106032,2023-09-03,P2936,Clothing,2,17.1,Bank Transfer,Enugu,Walk-in,34.2
TXN106033,2024-09-19,P4468,Groceries,5,97.82,Credit Card,Abuja,Online,489.1
TXN106034,2024-07-24,P9570,Home Decor,4,57.62,Debit Card,Port Harcourt,Online,230.48
TXN106035,2025-03-12,P8509,Electronics,3,144.47,Mobile Payment,Ibadan,Walk-in,433.41
TXN106036,2024-07-14,P9791,Groceries,2,191.64,Bank Transfer,Enugu,Walk-in,383.28
TXN106037,2024-07-13,P3440,Stationery,2,139.74,Credit Card,Kano,Online,279.48
TXN106038,2023-07-27,P4817,Groceries,2,177.95,Debit Card,Port Harcourt,Walk-in,355.9
TXN106039,2024-03-25,P2180,Home Decor,5,93.34,Mobile Payment,Abuja,Walk-in,466.7
TXN106040,2024-02-21,P1604,Toys,1,155.47,Mobile Payment,Port Harcourt,Online,155.47
TXN106041,2024-12-19,P3319,Stationery,5,169.39,Bank Transfer,Kano,Online,846.95
TXN106042,2024-08-09,P9010,Groceries,4,143.62,Bank Transfer,Lagos,Online,574.48
TXN106043,2024-02-17,P1312,Stationery,1,104.02,Credit Card,Port Harcourt,Online,104.02
TXN106044,2023-06-26,P8720,Electronics,4,127.04,Debit Card,Enugu,Walk-in,508.16
TXN106045,2025-01-29,P1750,Toys,1,141.6,Cash,Enugu,Walk-in,141.6
TXN106046,2024-08-20,P4976,Groceries,5,54.35,Cash,Enugu,Walk-in,271.75
TXN106047,2024-11-25,P3138,Home Decor,2,162.87,Credit Card,Abuja,Walk-in,325.74
TXN106048,2025-04-09,P1235,Clothing,3,190.31,Debit Card,Port Harcourt,Walk-in,570.93
TXN106049,2023-11-14,P3822,Clothing,2,95.72,Cash,Kano,Walk-in,191.44
TXN106050,2023-09-21,P1818,Books,5,141.71,Debit Card,Kano,Online,708.55
TXN106051,2024-01-29,P6035,Groceries,1,148.72,Cash,Abuja,Walk-in,148.72
TXN106052,2025-04-01,P2594,Electronics,2,134.14,Credit Card,Port Harcourt,Online,268.28
TXN106053,2023-11-10,P8474,Clothing,5,111.69,Cash,Kano,Walk-in,558.45
TXN106054,2025-03-22,P3796,Home Decor,4,176.92,Bank Transfer,Kano,Online,707.68
TXN106055,2023-11-12,P2047,Home Decor,3,92.54,Cash,Lagos,Online,277.62
TXN106056,2023-12-29,P2742,Electronics,2,16.92,Cash,Lagos,Online,33.84
TXN106057,2023-11-15,P2870,Toys,1,169.69,Bank Transfer,Abuja,Walk-in,169.69
TXN106058,2024-06-08,P9145,Books,4,136.43,Cash,Enugu,Walk-in,545.72
TXN106059,2023-11-13,P4613,Groceries,5,170.61,Debit Card,Lagos,Online,853.05
TXN106060,2024-11-30,P2033,Electronics,3,32.02,Cash,Ibadan,Online,96.06
TXN106061,2025-01-25,P4320,Home Decor,1,11.0,Debit Card,Kano,Online,11.0
TXN106062,2024-10-13,P7983,Electronics,5,187.2,Cash,Enugu,Online,936.0
TXN106063,2024-03-08,P6527,Electronics,5,33.81,Credit Card,Port Harcourt,Online,169.05
TXN106064,2025-04-15,P7586,Stationery,2,162.88,Credit Card,Ibadan,Online,325.76
TXN106065,2024-07-27,P6312,Clothing,2,165.53,Debit Card,Lagos,Walk-in,331.06
TXN106066,2025-04-08,P2979,Stationery,1,143.2,Cash,Lagos,Walk-in,143.2
TXN106067,2025-01-05,P9943,Groceries,5,30.6,Mobile Payment,Enugu,Walk-in,153.0
TXN106068,2023-10-27,P3250,Groceries,2,135.14,Bank Transfer,Lagos,Walk-in,270.28
TXN106069,2023-12-16,P6268,Toys,3,178.37,Cash,Abuja,Walk-in,535.11
TXN106070,2024-04-11,P4493,Stationery,3,87.98,Debit Card,Ibadan,Walk-in,263.94
TXN106071,2023-09-30,P1746,Books,5,85.64,Debit Card,Lagos,Walk-in,428.2
TXN106072,2025-05-15,P3841,Electronics,2,91.36,Mobile Payment,Kano,Online,182.72
TXN106073,2024-04-18,P6496,Groceries,1,21.04,Cash,Port Harcourt,Online,21.04
TXN106074,2024-10-29,P2035,Groceries,1,178.94,Bank Transfer,Abuja,Walk-in,178.94
TXN106075,2023-11-18,P2978,Home Decor,1,174.49,Debit Card,Ibadan,Online,174.49
TXN106076,2024-12-03,P5487,Toys,3,199.59,Mobile Payment,Ibadan,Online,598.77
TXN106077,2023-08-24,P3314,Groceries,2,119.11,Cash,Port Harcourt,Online,238.22
TXN106078,2025-01-06,P7801,Electronics,2,151.48,Bank Transfer,Lagos,Walk-in,302.96
TXN106079,2024-12-10,P3753,Toys,3,44.52,Debit Card,Enugu,Walk-in,133.56
TXN106080,2024-07-22,P7060,Stationery,1,135.17,Cash,Ibadan,Online,135.17
TXN106081,2024-03-05,P3703,Books,1,131.7,Mobile Payment,Lagos,Online,131.7
TXN106082,2025-04-27,P8187,Toys,5,180.74,Mobile Payment,Port Harcourt,Walk-in,903.7
TXN106083,2024-11-07,P4991,Toys,4,167.0,Cash,Enugu,Walk-in,668.0
TXN106084,2024-05-26,P1666,Groceries,2,188.0,Debit Card,Port Harcourt,Online,376.0
TXN106085,2025-02-23,P3185,Electronics,2,174.42,Bank Transfer,Enugu,Online,348.84
TXN106086,2023-10-05,P2637,Clothing,2,174.4,Mobile Payment,Lagos,Online,348.8
TXN106087,2023-06-23,P7162,Books,4,17.43,Bank Transfer,Port Harcourt,Online,69.72
TXN106088,2025-02-13,P3584,Stationery,5,169.96,Credit Card,Abuja,Walk-in,849.8
TXN106089,2024-08-08,P1256,Electronics,4,123.46,Cash,Lagos,Walk-in,493.84
TXN106090,2025-05-11,P8978,Books,1,79.19,Cash,Port Harcourt,Online,79.19
TXN106091,2024-07-26,P2322,Books,1,16.02,Credit Card,Lagos,Walk-in,16.02
TXN106092,2024-12-26,P1104,Home Decor,2,137.15,Cash,Kano,Walk-in,274.3
TXN106093,2024-11-12,P1118,Toys,3,69.0,Debit Card,Lagos,Walk-in,207.0
TXN106094,2025-05-29,P3939,Electronics,2,96.22,Debit Card,Kano,Walk-in,192.44
TXN106095,2024-01-12,P2460,Toys,3,137.94,Mobile Payment,Port Harcourt,Walk-in,413.82
TXN106096,2024-01-06,P5648,Clothing,4,182.8,Debit Card,Lagos,Online,731.2
TXN106097,2024-12-20,P7819,Books,1,165.96,Debit Card,Ibadan,Online,165.96
TXN106098,2025-04-10,P8798,Electronics,3,92.87,Mobile Payment,Kano,Walk-in,278.61
TXN106099,2023-12-03,P3079,Home Decor,4,80.62,Credit Card,Ibadan,Walk-in,322.48
TXN106100,2024-04-03,P4377,Electronics,1,51.76,Credit Card,Port Harcourt,Walk-in,51.76
TXN106101,2023-11-22,P3344,Stationery,3,77.62,Mobile Payment,Kano,Walk-in,232.86
TXN106102,2025-04-03,P5439,Electronics,2,26.65,Debit Card,Kano,Online,53.3
TXN106103,2023-10-25,P9570,Books,2,194.37,Mobile Payment,Ibadan,Walk-in,388.74
TXN106104,2025-03-21,P8379,Home Decor,2,116.91,Bank Transfer,Ibadan,Online,233.82
TXN106105,2025-01-14,P7750,Groceries,4,29.92,Debit Card,Kano,Walk-in,119.68
TXN106106,2024-07-07,P4919,Books,2,73.8,Cash,Abuja,Walk-in,147.6
TXN106107,2024-08-31,P3859,Clothing,5,111.67,Mobile Payment,Lagos,Online,558.35
TXN106108,2024-07-31,P1616,Clothing,1,108.91,Debit Card,Ibadan,Online,108.91
TXN106109,2024-10-13,P3949,Books,4,11.92,Cash,Lagos,Walk-in,47.68
TXN106110,2024-04-11,P9190,Books,2,190.41,Credit Card,Ibadan,Online,380.82
TXN106111,2024-02-07,P2442,Electronics,1,58.7,Credit Card,Abuja,Online,58.7
TXN106112,2024-07-02,P5934,Toys,3,8.16,Mobile Payment,Abuja,Walk-in,24.48
TXN106113,2024-10-19,P6699,Books,2,19.91,Debit Card,Ibadan,Online,39.82
TXN106114,2024-02-03,P7861,Clothing,1,118.14,Debit Card,Abuja,Online,118.14
TXN106115,2024-06-19,P1074,Books,5,31.87,Bank Transfer,Lagos,Walk-in,159.35
TXN106116,2024-01-14,P4860,Toys,3,13.14,Bank Transfer,Enugu,Online,39.42
TXN106117,2024-11-14,P4144,Home Decor,5,79.03,Bank Transfer,Kano,Online,395.15
TXN106118,2024-10-07,P2925,Toys,1,126.44,Bank Transfer,Kano,Online,126.44
TXN106119,2025-03-26,P9686,Home Decor,5,26.81,Mobile Payment,Kano,Online,134.05
TXN106120,2024-12-10,P2567,Groceries,1,66.1,Cash,Lagos,Online,66.1
TXN106121,2024-09-17,P6929,Toys,1,86.46,Bank Transfer,Abuja,Online,86.46
TXN106122,2025-02-18,P9842,Toys,5,36.09,Credit Card,Port Harcourt,Online,180.45
TXN106123,2024-09-16,P9315,Electronics,1,103.68,Credit Card,Port Harcourt,Walk-in,103.68
TXN106124,2024-02-11,P4592,Home Decor,2,21.62,Bank Transfer,Kano,Walk-in,43.24
TXN106125,2024-09-30,P8605,Books,1,14.07,Cash,Lagos,Walk-in,14.07
TXN106126,2023-12-15,P4409,Books,4,106.37,Credit Card,Kano,Walk-in,425.48
TXN106127,2024-11-22,P5528,Electronics,1,53.34,Mobile Payment,Enugu,Online,53.34
TXN106128,2024-06-06,P1869,Toys,4,23.6,Bank Transfer,Port Harcourt,Online,94.4
TXN106129,2024-07-09,P4173,Electronics,1,87.66,Debit Card,Port Harcourt,Online,87.66
TXN106130,2023-06-23,P2846,Stationery,1,183.45,Cash,Port Harcourt,Walk-in,183.45
TXN106131,2024-10-27,P3444,Stationery,5,146.22,Credit Card,Kano,Walk-in,731.1
TXN106132,2024-10-27,P8772,Clothing,2,164.05,Mobile Payment,Enugu,Walk-in,328.1
TXN106133,2024-06-08,P9151,Groceries,2,175.02,Debit Card,Kano,Walk-in,350.04
TXN106134,2025-02-03,P3888,Home Decor,3,194.66,Cash,Port Harcourt,Online,583.98
TXN106135,2024-07-16,P3617,Books,5,153.83,Cash,Port Harcourt,Walk-in,769.15
TXN106136,2024-04-22,P1706,Stationery,5,123.64,Mobile Payment,Ibadan,Online,618.2
TXN106137,2023-09-26,P1885,Stationery,2,76.26,Cash,Enugu,Online,152.52
TXN106138,2023-12-31,P6966,Toys,5,40.42,Credit Card,Enugu,Online,202.1
TXN106139,2025-04-21,P5670,Books,2,138.9,Credit Card,Abuja,Online,277.8
TXN106140,2024-09-11,P4433,Stationery,5,199.02,Mobile Payment,Port Harcourt,Walk-in,995.1
TXN106141,2024-11-06,P8121,Groceries,1,96.13,Mobile Payment,Ibadan,Online,96.13
